"SMILES","SALT","SALT_RATIO","COMPOUND_ID","SAMPLE_ID","SUPPLIER","SUPPLIER_PART_NO","PARENT_AMW","PARENT_EMW","SALTED_MOLECULAR_WEIGHT","MOLECULAR_FORMULA","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","SOLUBILITY","ALIQUOT_DATE","PURITY_PERCENT","ANALYSIS_DATE","PURITY_METHOD"
"CSCCC(NC(=O)c1ccccc1Cl)C(=O)NCCc2ccccn2",,,"CPD001315207","SAM004280663","Enamine","Z32446732",391.9169,391.1121,391.9169,"C19H22ClN3O2S","BF00010935","K04","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCOC(=O)c1c(C)[nH]c(C(=O)NN=Cc2ccccc2)c1C",,,"CPD000236729","SAM004306521","Enamine","Z57477546",313.3573,313.1426,313.3573,"C17H19N3O3","BF00010935","L04","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CC(=N)/C(=C(\O)/CSc1nnnn1c2ccc(C)cc2C)/C#N",,,"CPD003111017","SAM004280552","Enamine","Z16587199",328.3926,328.1106,328.3926,"C15H16N6OS","BF00010935","M04","DMSO",10.05,"mM",12,"uL","Soluble","28-Mar-14",97.5,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC1(C)NC(=O)N(CC(=O)OCC(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)C1=O",,,"CPD003130773","SAM004306661","Enamine","Z15737519",421.7614,421.0652,421.7614,"C16H15ClF3N3O5","BF00010935","N04","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",97.38,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC(=N)/C(=C(\O)/CSc1nnnn1c2ccc(C)cc2)/C#N",,,"CPD003111178","SAM004280817","Enamine","Z19563986",314.3656,314.0949,314.3656,"C14H14N6OS","BF00010935","O04","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Fc1cccc(NS(=O)(=O)c2ccc(cc2)S(=O)(=O)N3CCCC3)c1",,,"CPD003130709","SAM004306590","Enamine","Z45634227",384.4414,384.0613,384.4414,"C16H17FN2O4S2","BF00010935","P04","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CCCCSC1=C(C=C(C(=O)OCC)C(=O)N1)C#N",,,"CPD003113401","SAM004284014","Enamine","Z56779159",280.3427,280.0881,280.3427,"C13H16N2O3S","BF00010935","A05","DMSO",10.34,"mM",12,"uL","Soluble","28-Mar-14",97.06,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCc1noc(C)c1C(=O)OCC(=O)NC(=O)NCCC(C)C",,,"CPD002183936","SAM004290581","Enamine","Z66593829",325.3661,325.1637,325.3661,"C15H23N3O5","BF00010935","B05","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",95.94,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCC(=O)C(Sc1ccc(cc1)[N+](=O)[O-])C(=O)C",,,"CPD003113801","SAM004284623","Enamine","Z56759099",267.3003,267.0565,267.3003,"C12H13NO4S","BF00010935","C05","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_UPLC3"
"CCc1cc(c(O)cc1O)c2n[nH]c(CCC(=O)O)c2c3nnc(s3)c4ccccc4",,,"CPD003118162","SAM004290826","Enamine","Z90663546",436.4836,436.1205,436.4836,"C22H20N4O4S","BF00010935","D05","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",95.98,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Brc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)Nc3nncs3",,,"CPD001849594","SAM004284408","Enamine","Z56808372",439.302,437.9455,439.302,"C15H11BrN4O3S2","BF00010935","E05","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",96.2,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"COc1cc(\C=C\C(=O)C2C(=O)OC(=CC2=O)C)cc(Cl)c1O",,,"CPD003118090","SAM004290733","Enamine","Z46056751",336.7294,336.04,336.7294,"C16H13ClO6","BF00010935","F05","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"ON(c1ccc(Cl)cc1)S(=O)(=O)c2ccc(cc2)[N+](=O)[O-]",,,"CPD003113656","SAM004284418","Enamine","Z56757281",328.7274,327.992,328.7274,"C12H9ClN2O5S","BF00010935","G05","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_UPLC3"
"Cn1ccnc1c2nc3ccccc3n(CC(=O)OCC(=O)Nc4ccc(F)cc4)c2=O",,,"CPD000826212","SAM004292097","Enamine","Z94602010",435.4155,435.1342,435.4155,"C22H18FN5O4","BF00010935","H05","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CCCCCn1nc(C)c(C=NNc2nc(N)ncc2[N+](=O)[O-])c1C",,,"CPD003113713","SAM004284499","Enamine","Z56777291",346.3934,346.1865,346.3934,"C15H22N8O2","BF00010935","I05","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"O=C(COC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccccc2)c3ccc[nH]3",,,"CPD002399058","SAM004292306","Enamine","Z54143560",384.4074,384.0779,384.4074,"C19H16N2O5S","BF00010935","J05","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",98.73,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Nc1nc(=S)ss1",,,"CPD000060007","SAM004284685","Enamine","Z56761438",150.2314,149.938,150.2314,"C2H2N2S3","BF00010935","K05","DMSO",10.65,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"CCC(C)N(C1CCS(=O)(=O)C1)C(=O)CSc2nc3ccc(Cl)cc3[nH]2",,,"CPD003119133","SAM004292276","Enamine","Z16257642",415.9578,415.0791,415.9578,"C17H22ClN3O3S2","BF00010935","L05","DMSO",10.1,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCN1C(=O)C(=NNc2c(C)n(C)n(c3ccccc3)c2=O)SC1=S",,,"CPD003113792","SAM004284613","Enamine","Z56765985",375.4643,375.0823,375.4643,"C16H17N5O2S2","BF00010935","M05","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",90.46,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Cc1nn(Cc2c(Cl)cccc2Cl)c(C)c1/C=C/C(=O)OCC(=O)NC3CC3",,,"CPD003119045","SAM004292157","Enamine","Z20015230",422.3123,421.0959,422.3123,"C20H21Cl2N3O3","BF00010935","N05","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CN(C)\C=C(\C=O)/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]",,,"CPD003113755","SAM004284566","Enamine","Z56763948",310.2197,310.0549,310.2197,"C11H10N4O7","BF00010935","O05","DMSO",10.32,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCCSC1=N\C(=N/C(=O)CN2NC(=O)C=CC2=O)\SN1",,,"CPD003119168","SAM004292318","Enamine","Z29891129",327.3826,327.0459,327.3826,"C11H13N5O3S2","BF00010935","P05","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",95.04,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"[O-][N+](=O)c1ccc2n(CCCC(=O)OCC(=O)Nc3ccc(F)cc3)c(=O)oc2c1",,,"CPD003111165","SAM004280802","Enamine","Z98503368",417.3513,417.0972,417.3513,"C19H16FN3O7","BF00010935","A06","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"O=C/1OC(=N\C1=C/c2cc3ccccc3nc2N4CCOCC4)c5ccc6OCOc6c5",,,"CPD003130541","SAM004306359","Enamine","Z31321914",429.4331,429.1324,429.4331,"C24H19N3O5","BF00010935","B06","DMSO",10.01,"mM",12,"uL","Insoluble","28-Mar-14",57.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Cc1ccc(cc1)n2nnnc2SCC(=O)NN3C(=O)NC4(CCCCC4)C3=O",,,"CPD003111134","SAM004280749","Enamine","Z19564411",415.4711,415.1426,415.4711,"C18H21N7O3S","BF00010935","C06","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CCOC(=O)/C=C/C(=O)OCC(=O)c1ccc(NC(=O)C)cc1F",,,"CPD003130692","SAM004306567","Enamine","Z51181697",337.3055,337.0961,337.3055,"C16H16FNO6","BF00010935","D06","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",95.01,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Cc1ccc(cc1NC(=O)c2ccco2)C(=O)OCc3nnc(o3)c4ccccc4",,,"CPD003111198","SAM004280848","Enamine","Z19287344",403.3951,403.1168,403.3951,"C22H17N3O5","BF00010935","E06","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",92.61,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Clc1ccc(c(NS(=O)(=O)c2cccc(Br)c2)c1)n3cncn3",,,"CPD003130789","SAM004306684","Enamine","Z90678089",413.6766,411.9396,413.6766,"C14H10BrClN4O2S","BF00010935","F06","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"O=C(CSc1ccccc1C(=O)NCc2ccccn2)Nc3cccc(C#N)c3",,,"CPD003114170","SAM004285199","Enamine","Z30164926",402.4716,402.115,402.4716,"C22H18N4O2S","BF00010935","G06","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",97.04,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCn1c(SCC(=O)N2C(C)CC(=O)Nc3ccccc23)nnc1C4CC4",,,"CPD003130832","SAM004306740","Enamine","Z92418568",385.4853,385.1572,385.4853,"C19H23N5O2S","BF00010935","H06","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"FC(F)(F)c1cccc(c1)N2CCN(Cn3nc(oc3=S)c4ccco4)CC2",,,"CPD003114315","SAM004285384","Enamine","Z44125498",410.4149,410.1024,410.4149,"C18H17F3N4O2S","BF00010935","I06","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-28T07:00:00.0","LCUV214_UPLC3"
"Cc1cc(C(=O)Cn2cnc3n(ncc3c2=O)c4ccccc4)c(C)n1C5CC5",,,"CPD003130857","SAM004306775","Enamine","Z73832256",387.4423,387.1695,387.4423,"C22H21N5O2","BF00010935","J06","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",98.78,"2014-03-27T07:00:00.0","LCELS_MUX2"
"CCOC(=O)/C=C\1/SCC(=O)N1Cc2cc(ccc2OC)C(=O)C",,,"CPD003114164","SAM004285186","Enamine","Z25936788",349.4027,349.0983,349.4027,"C17H19NO5S","BF00010935","K06","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)C2(NC(=O)N(CC(=O)c3ccc[nH]3)C2=O)c4ccc(OC)cc4",,,"CPD003128483","SAM004303935","Enamine","Z15580363",419.4381,419.1481,419.4381,"C23H21N3O5","BF00010935","L06","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",96.71,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COCCN1C(=S)NC(=O)\C(=C\NNc2ncnc3sccc23)\C1=O",,,"CPD003114285","SAM004285347","Enamine","Z104342248",378.4293,378.0568,378.4293,"C14H14N6O3S2","BF00010935","M06","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",90.04,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"NNC(=O)Cn1ccccc1=O",,,"CPD003128561","SAM004304023","Enamine","Z58983346",167.1679,167.0694,167.1679,"C7H9N3O2","BF00010935","N06","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COC(=O)c1sccc1NC(=O)c2cccc(c2)S(=O)(=O)N3CC(C)CC(C)C3",,,"CPD003114184","SAM004285214","Enamine","Z94554285",436.5424,436.1126,436.5424,"C20H24N2O5S2","BF00010935","O06","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",98.1,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COC(=O)c1occc1\C=C\C2=Nc3ccccc3NC2=O",,,"CPD003128585","SAM004304049","Enamine","Z196381122",296.2774,296.0797,296.2774,"C16H12N2O4","BF00010935","P06","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"Clc1ccc(NC(=O)c2cccnc2Cl)cc1S(=O)(=O)N3CCOCC3",,,"CPD001315345","SAM004284792","Enamine","Z30494319",416.2797,415.016,416.2797,"C16H15Cl2N3O4S","BF00010935","A07","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",98.25,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC1CCc2c(C1)sc(NC(=O)CSc3nnc(N)[nH]3)c2C#N",,,"CPD003119229","SAM004292385","Enamine","Z18356157",348.4464,348.0827,348.4464,"C14H16N6OS2","BF00010935","B07","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"N#CC(=NNc1ccc2OCCOc2c1)C#N",,,"CPD001811990","SAM004284825","Enamine","Z55329123",228.2106,228.0647,228.2106,"C11H8N4O2","BF00010935","C07","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"NC(=O)NC(CC(=O)N1CCN(Cc2ccc(Br)s2)CC1)c3ccc(Cl)cc3",,,"CPD003119335","SAM004292505","Enamine","Z52137273",485.8255,484.0335,485.8255,"C19H22BrClN4O2S","BF00010935","D07","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",98.74,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Cn1nc([N+](=O)[O-])c([C-](C#N)C#N)c(Cl)c1=O.[K+]","K+",1,"CPD003119763","SAM004293017","Enamine","Z56815053",252.5967,251.9924,291.695,"C8H3ClN5O3","BF00010935","E07","DMSO",10.28,"mM",12,"uL","Soluble","28-Mar-14",95.33,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"C=CCN1C(=C(C#N)C#N)S\C(=C/c2ccccn2)\C1=O",,,"CPD003119370","SAM004292546","Enamine","Z48042877",294.331,294.0575,294.331,"C15H10N4OS","BF00010935","F07","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",98.07,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"C=Cn1ccnc1P(=S)(c2nccn2C=C)c3nccn3C=C",,,"CPD000155722","SAM004284714","Enamine","Z56770430",342.359,342.0816,342.359,"C15H15N6PS","BF00010935","G07","DMSO",10.22,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Oc1ccc(cc1CNC(=O)c2ccccc2OC(F)F)[N+](=O)[O-]",,,"CPD003119456","SAM004292650","Enamine","Z27603072",338.2629,338.0714,338.2629,"C15H12F2N2O5","BF00010935","H07","DMSO",10.05,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"Ic1ccc(NC(=O)COC(=O)C2=CNC(=O)NC2=O)cc1",,,"CPD003113999","SAM004284930","Enamine","Z56817919",415.14,414.9665,415.14,"C13H10IN3O5","BF00010935","I07","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",62.15,"2014-03-28T07:00:00.0","LCELS_UPLC3"
"COc1ccc(cc1)c2nc(SCCN3C(=O)c4ccccc4S3(=O)=O)n[nH]2",,,"CPD003119470","SAM004292667","Enamine","Z20314212",416.474,416.0612,416.474,"C18H16N4O4S2","BF00010935","J07","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",98.99,"2014-03-27T07:00:00.0","LCELS_MUX2"
"COc1cc(\C=C(\C#N)/C(=O)Nc2cccc(c2)C(=O)O)cc(I)c1OC",,,"CPD003119870","SAM004293183","Enamine","Z56832449",478.2372,478.0025,478.2372,"C19H15IN2O5","BF00010935","K07","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCELS_MUX2"
"Nn1c(SCC(=O)NC2CCCC2)nnc1C3CC3",,,"CPD003119232","SAM004292389","Enamine","Z19235866",281.3769,281.131,281.3769,"C12H19N5OS","BF00010935","L07","DMSO",10.31,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-27T07:00:00.0","LCUV214_MUX2"
"CC(C)(C)OC(=O)NN=Cc1cc(Cl)cc([N+](=O)[O-])c1O",,,"CPD003119930","SAM004293272","Enamine","Z49621279",315.7141,315.0621,315.7141,"C12H14ClN3O5","BF00010935","M07","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",92.33,"2014-03-27T07:00:00.0","LCUV214_MUX2"
