ID,BARCODE,WELL_ID,WELL_NAME,BATCH_CODE,VOLUME,VOLUME_STRING,VOLUME_UNIT,CONCENTRATION,CONCENTRATION_STRING,CONCENTRATION_UNIT
2529492,AP00000466,1092472,A12,CMPD-0011564-1,40,NA,uL,101.3,NA,uM
2529493,AP00000466,1092473,A13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529494,AP00000466,1092473,A13,CMPD-0020264-1,40,NA,uL,100.5,NA,uM
2529495,AP00000466,1092474,A14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529496,AP00000466,1092474,A14,CMPD-0068512-1,40,NA,uL,101,NA,uM
2529497,AP00000466,1092475,A15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529498,AP00000466,1092475,A15,CMPD-0130771-1,40,NA,uL,101.7,NA,uM
2529500,AP00000466,1092476,A16,CMPD-0098526-1,40,NA,uL,100.4,NA,uM
2529499,AP00000466,1092476,A16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529501,AP00000466,1092477,A17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529502,AP00000466,1092477,A17,CMPD-0065587-1,40,NA,uL,102.4,NA,uM
2529504,AP00000466,1092478,A18,CMPD-0070064-1,40,NA,uL,101.9,NA,uM
2529503,AP00000466,1092478,A18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529506,AP00000466,1092479,A19,CMPD-0123254-1,40,NA,uL,100.8,NA,uM
2529505,AP00000466,1092479,A19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529507,AP00000466,1092480,A20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529508,AP00000466,1092480,A20,CMPD-0054567-1,40,NA,uL,101.2,NA,uM
2529509,AP00000466,1092481,A21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529510,AP00000466,1092481,A21,CMPD-0041942-1,40,NA,uL,102.1,NA,uM
2529511,AP00000466,1092482,A22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529512,AP00000466,1092482,A22,CMPD-0129298-1,40,NA,uL,101.2,NA,uM
2529513,AP00000466,1092483,A23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529514,AP00000466,1092483,A23,CMPD-0089034-1,40,NA,uL,100.4,NA,uM
2529516,AP00000466,1092484,A24,CMPD-0128353-1,40,NA,uL,100.3,NA,uM
2529515,AP00000466,1092484,A24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529517,AP00000466,2541126,B01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529518,AP00000466,2541126,B01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529520,AP00000466,2541110,B02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529519,AP00000466,2541110,B02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529522,AP00000466,1092506,B03,CMPD-0102026-1,40,NA,uL,101.1,NA,uM
2529521,AP00000466,1092506,B03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529524,AP00000466,1092505,B04,CMPD-0022505-1,40,NA,uL,100.9,NA,uM
2529523,AP00000466,1092505,B04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529525,AP00000466,1092504,B05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529526,AP00000466,1092504,B05,CMPD-0085889-1,40,NA,uL,100.1,NA,uM
2529528,AP00000466,1092503,B06,CMPD-0122412-1,40,NA,uL,101.1,NA,uM
2529527,AP00000466,1092503,B06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529529,AP00000466,1092502,B07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529530,AP00000466,1092502,B07,CMPD-0094075-1,40,NA,uL,102,NA,uM
2529532,AP00000466,1092501,B08,CMPD-0004563-1,40,NA,uL,103.2,NA,uM
2529531,AP00000466,1092501,B08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529533,AP00000466,1092500,B09,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529534,AP00000466,1092500,B09,CMPD-0075310-1,40,NA,uL,101.2,NA,uM
2529535,AP00000466,1092499,B10,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529536,AP00000466,1092499,B10,CMPD-0110637-1,40,NA,uL,100.1,NA,uM
2529537,AP00000466,1092498,B11,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529538,AP00000466,1092498,B11,CMPD-0018833-1,40,NA,uL,101.4,NA,uM
2529539,AP00000466,1092497,B12,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529540,AP00000466,1092497,B12,CMPD-0078888-1,40,NA,uL,102.3,NA,uM
2529542,AP00000466,1092496,B13,CMPD-0029204-1,40,NA,uL,101.8,NA,uM
2529541,AP00000466,1092496,B13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529544,AP00000466,1092495,B14,CMPD-0080261-1,40,NA,uL,101.9,NA,uM
2529543,AP00000466,1092495,B14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529546,AP00000466,1092494,B15,CMPD-0139039-1,40,NA,uL,101.7,NA,uM
2529545,AP00000466,1092494,B15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529548,AP00000466,1092493,B16,CMPD-0129046-1,40,NA,uL,100.9,NA,uM
2529547,AP00000466,1092493,B16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529549,AP00000466,1092492,B17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529550,AP00000466,1092492,B17,CMPD-0077609-1,40,NA,uL,101.8,NA,uM
2529552,AP00000466,1092491,B18,CMPD-0076702-1,40,NA,uL,101.2,NA,uM
2529551,AP00000466,1092491,B18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529553,AP00000466,1092490,B19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529554,AP00000466,1092490,B19,CMPD-0111133-1,40,NA,uL,101,NA,uM
2529555,AP00000466,1092489,B20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529556,AP00000466,1092489,B20,CMPD-0033764-1,40,NA,uL,102.5,NA,uM
2529557,AP00000466,1092488,B21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529558,AP00000466,1092488,B21,CMPD-0131846-1,40,NA,uL,100.9,NA,uM
2529559,AP00000466,1092487,B22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529560,AP00000466,1092487,B22,CMPD-0070601-1,40,NA,uL,102.3,NA,uM
2529562,AP00000466,1092486,B23,CMPD-0103054-1,40,NA,uL,100.7,NA,uM
2529561,AP00000466,1092486,B23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529564,AP00000466,1092485,B24,CMPD-0118695-1,40,NA,uL,102.1,NA,uM
2529563,AP00000466,1092485,B24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529566,AP00000466,2541127,C01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529565,AP00000466,2541127,C01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529567,AP00000466,2541111,C02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529568,AP00000466,2541111,C02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529569,AP00000466,1092507,C03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529570,AP00000466,1092507,C03,CMPD-0067285-1,40,NA,uL,100.1,NA,uM
2529571,AP00000466,1092508,C04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529572,AP00000466,1092508,C04,CMPD-0085245-1,40,NA,uL,100.2,NA,uM
2529574,AP00000466,1092509,C05,CMPD-0060188-1,40,NA,uL,102.2,NA,uM
2529573,AP00000466,1092509,C05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529575,AP00000466,1092510,C06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529576,AP00000466,1092510,C06,CMPD-0130062-1,40,NA,uL,101.4,NA,uM
2529577,AP00000466,1092511,C07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529578,AP00000466,1092511,C07,CMPD-0056706-1,40,NA,uL,100.6,NA,uM
2529579,AP00000466,1092512,C08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529580,AP00000466,1092512,C08,CMPD-0085741-1,40,NA,uL,101.6,NA,uM
2529582,AP00000466,1092513,C09,CMPD-0025906-1,40,NA,uL,102.3,NA,uM
2529581,AP00000466,1092513,C09,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529583,AP00000466,1092514,C10,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529584,AP00000466,1092514,C10,CMPD-0117783-1,40,NA,uL,100.9,NA,uM
2529586,AP00000466,1092515,C11,CMPD-0070251-1,40,NA,uL,102.1,NA,uM
2529585,AP00000466,1092515,C11,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529587,AP00000466,1092516,C12,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529588,AP00000466,1092516,C12,CMPD-0033755-1,40,NA,uL,102,NA,uM
2529589,AP00000466,1092517,C13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529590,AP00000466,1092517,C13,CMPD-0052512-1,40,NA,uL,101.6,NA,uM
2529591,AP00000466,1092518,C14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529592,AP00000466,1092518,C14,CMPD-0076440-1,40,NA,uL,101.1,NA,uM
2529593,AP00000466,1092519,C15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529594,AP00000466,1092519,C15,CMPD-0128486-1,40,NA,uL,101.2,NA,uM
2529595,AP00000466,1092520,C16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529596,AP00000466,1092520,C16,CMPD-0077197-1,40,NA,uL,102.4,NA,uM
2529598,AP00000466,1092521,C17,CMPD-0021836-1,40,NA,uL,102.8,NA,uM
2529597,AP00000466,1092521,C17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529600,AP00000466,1092522,C18,CMPD-0067179-1,40,NA,uL,102.5,NA,uM
2529599,AP00000466,1092522,C18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529601,AP00000466,1092523,C19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529602,AP00000466,1092523,C19,CMPD-0051259-1,40,NA,uL,101.6,NA,uM
2529603,AP00000466,1092524,C20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529604,AP00000466,1092524,C20,CMPD-0100945-1,40,NA,uL,102.1,NA,uM
2529606,AP00000466,1092525,C21,CMPD-0122397-1,40,NA,uL,101.1,NA,uM
2529605,AP00000466,1092525,C21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529607,AP00000466,1092526,C22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529608,AP00000466,1092526,C22,CMPD-0002164-1,40,NA,uL,100.4,NA,uM
2529609,AP00000466,1092527,C23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529610,AP00000466,1092527,C23,CMPD-0024390-1,40,NA,uL,101,NA,uM
2529611,AP00000466,1092528,C24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529612,AP00000466,1092528,C24,CMPD-0105389-1,40,NA,uL,100.1,NA,uM
2529614,AP00000466,2541128,D01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529613,AP00000466,2541128,D01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529616,AP00000466,2541112,D02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529615,AP00000466,2541112,D02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529618,AP00000466,1092550,D03,CMPD-0054269-1,40,NA,uL,100.2,NA,uM
2529617,AP00000466,1092550,D03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529619,AP00000466,1092549,D04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529620,AP00000466,1092549,D04,CMPD-0021248-1,40,NA,uL,101.3,NA,uM
2529621,AP00000466,1092548,D05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529622,AP00000466,1092548,D05,CMPD-0085490-1,40,NA,uL,100.2,NA,uM
2529624,AP00000466,1092547,D06,CMPD-0119000-1,40,NA,uL,102.2,NA,uM
2529623,AP00000466,1092547,D06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529625,AP00000466,1092546,D07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529626,AP00000466,1092546,D07,CMPD-0131581-1,40,NA,uL,100.3,NA,uM
2529627,AP00000466,1092545,D08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529628,AP00000466,1092545,D08,CMPD-0115212-1,40,NA,uL,100.3,NA,uM
2529630,AP00000466,1092544,D09,CMPD-0111220-1,40,NA,uL,102.2,NA,uM
2529629,AP00000466,1092544,D09,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529631,AP00000466,1092543,D10,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529632,AP00000466,1092543,D10,CMPD-0130288-1,40,NA,uL,101.8,NA,uM
2529634,AP00000466,1092542,D11,CMPD-0102340-1,40,NA,uL,101.9,NA,uM
2529633,AP00000466,1092542,D11,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529635,AP00000466,1092541,D12,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529636,AP00000466,1092541,D12,CMPD-0129038-1,40,NA,uL,102.1,NA,uM
2529637,AP00000466,1092540,D13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529638,AP00000466,1092540,D13,CMPD-0060187-1,40,NA,uL,100.6,NA,uM
2529639,AP00000466,1092539,D14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529640,AP00000466,1092539,D14,CMPD-0013142-1,40,NA,uL,102.4,NA,uM
2529641,AP00000466,1092538,D15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529642,AP00000466,1092538,D15,CMPD-0123099-1,40,NA,uL,102.2,NA,uM
2529643,AP00000466,1092537,D16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529644,AP00000466,1092537,D16,CMPD-0109700-1,40,NA,uL,102.3,NA,uM
2529645,AP00000466,1092536,D17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529646,AP00000466,1092536,D17,CMPD-0081775-1,40,NA,uL,100.7,NA,uM
2529648,AP00000466,1092535,D18,CMPD-0119374-1,40,NA,uL,101.4,NA,uM
2529647,AP00000466,1092535,D18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529650,AP00000466,1092534,D19,CMPD-0101327-1,40,NA,uL,101.9,NA,uM
2529649,AP00000466,1092534,D19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529652,AP00000466,1092533,D20,CMPD-0011984-1,40,NA,uL,101.9,NA,uM
2529651,AP00000466,1092533,D20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529653,AP00000466,1092532,D21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529654,AP00000466,1092532,D21,CMPD-0067287-1,40,NA,uL,100.8,NA,uM
2529655,AP00000466,1092531,D22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529656,AP00000466,1092531,D22,CMPD-0021650-1,40,NA,uL,101.7,NA,uM
2529658,AP00000466,1092530,D23,CMPD-0127422-1,40,NA,uL,100.1,NA,uM
2529657,AP00000466,1092530,D23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529659,AP00000466,1092529,D24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529660,AP00000466,1092529,D24,CMPD-0052746-1,40,NA,uL,102,NA,uM
2529662,AP00000466,2541129,E01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529661,AP00000466,2541129,E01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529664,AP00000466,2541113,E02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529663,AP00000466,2541113,E02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529665,AP00000466,1092551,E03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529666,AP00000466,1092551,E03,CMPD-0099030-1,40,NA,uL,101.2,NA,uM
2529667,AP00000466,1092552,E04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529668,AP00000466,1092552,E04,CMPD-0065363-1,40,NA,uL,100.2,NA,uM
2529670,AP00000466,1092553,E05,CMPD-0127994-1,40,NA,uL,100.3,NA,uM
2529669,AP00000466,1092553,E05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529671,AP00000466,1092554,E06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529672,AP00000466,1092554,E06,CMPD-0027835-1,40,NA,uL,102.6,NA,uM
2529673,AP00000466,1092555,E07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529674,AP00000466,1092555,E07,CMPD-0109407-1,40,NA,uL,100.8,NA,uM
2529676,AP00000466,1092556,E08,CMPD-0032577-1,40,NA,uL,100.7,NA,uM
2529675,AP00000466,1092556,E08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529678,AP00000466,1092557,E09,CMPD-0100316-1,40,NA,uL,100.1,NA,uM
2529677,AP00000466,1092557,E09,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529680,AP00000466,1092558,E10,CMPD-0143337-1,40,NA,uL,101.8,NA,uM
2529679,AP00000466,1092558,E10,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529681,AP00000466,1092559,E11,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529682,AP00000466,1092559,E11,CMPD-0073107-1,40,NA,uL,102.1,NA,uM
2529683,AP00000466,1092560,E12,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529684,AP00000466,1092560,E12,CMPD-0119055-1,40,NA,uL,100.6,NA,uM
2529685,AP00000466,1092561,E13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529686,AP00000466,1092561,E13,CMPD-0093581-1,40,NA,uL,100.8,NA,uM
2529687,AP00000466,1092562,E14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529688,AP00000466,1092562,E14,CMPD-0112907-1,40,NA,uL,100.5,NA,uM
2529690,AP00000466,1092563,E15,CMPD-0089334-1,40,NA,uL,100.9,NA,uM
2529689,AP00000466,1092563,E15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529692,AP00000466,1092564,E16,CMPD-0081973-1,40,NA,uL,101.6,NA,uM
2529691,AP00000466,1092564,E16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529694,AP00000466,1092565,E17,CMPD-0040331-1,40,NA,uL,100.2,NA,uM
2529693,AP00000466,1092565,E17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529696,AP00000466,1092566,E18,CMPD-0054128-1,40,NA,uL,102.4,NA,uM
2529695,AP00000466,1092566,E18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529697,AP00000466,1092567,E19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529698,AP00000466,1092567,E19,CMPD-0113226-1,40,NA,uL,101.8,NA,uM
2529699,AP00000466,1092568,E20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529700,AP00000466,1092568,E20,CMPD-0059018-1,40,NA,uL,100.9,NA,uM
2529701,AP00000466,1092569,E21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529702,AP00000466,1092569,E21,CMPD-0008162-1,40,NA,uL,102.8,NA,uM
2529704,AP00000466,1092570,E22,CMPD-0002845-1,40,NA,uL,103.9,NA,uM
2529703,AP00000466,1092570,E22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529706,AP00000466,1092571,E23,CMPD-0113829-1,40,NA,uL,100.7,NA,uM
2529705,AP00000466,1092571,E23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529708,AP00000466,1092572,E24,CMPD-0045823-1,40,NA,uL,101.2,NA,uM
2529707,AP00000466,1092572,E24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529710,AP00000466,2541130,F01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529709,AP00000466,2541130,F01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529711,AP00000466,2541114,F02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529712,AP00000466,2541114,F02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529713,AP00000466,1092594,F03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529714,AP00000466,1092594,F03,CMPD-0081766-1,40,NA,uL,102.2,NA,uM
2529715,AP00000466,1092593,F04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529716,AP00000466,1092593,F04,CMPD-0056425-1,40,NA,uL,101.2,NA,uM
2529718,AP00000466,1092592,F05,CMPD-0113844-1,40,NA,uL,102.1,NA,uM
2529717,AP00000466,1092592,F05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529719,AP00000466,1092591,F06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529720,AP00000466,1092591,F06,CMPD-0098873-1,40,NA,uL,100.9,NA,uM
2529721,AP00000466,1092590,F07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529722,AP00000466,1092590,F07,CMPD-0073285-1,40,NA,uL,100.2,NA,uM
2529724,AP00000466,1092589,F08,CMPD-0137643-1,40,NA,uL,101.3,NA,uM
2529723,AP00000466,1092589,F08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529725,AP00000466,1092588,F09,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529726,AP00000466,1092588,F09,CMPD-0057410-1,40,NA,uL,100.6,NA,uM
2529727,AP00000466,1092587,F10,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529728,AP00000466,1092587,F10,CMPD-0132234-1,40,NA,uL,101.3,NA,uM
2529729,AP00000466,1092586,F11,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529730,AP00000466,1092586,F11,CMPD-0035987-1,40,NA,uL,100.5,NA,uM
2529732,AP00000466,1092585,F12,CMPD-0139128-1,40,NA,uL,100.5,NA,uM
2529731,AP00000466,1092585,F12,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529733,AP00000466,1092584,F13,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529734,AP00000466,1092584,F13,CMPD-0037822-1,40,NA,uL,102.6,NA,uM
2529735,AP00000466,1092583,F14,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529736,AP00000466,1092583,F14,CMPD-0138345-1,40,NA,uL,101.5,NA,uM
2529737,AP00000466,1092582,F15,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529738,AP00000466,1092582,F15,CMPD-0134854-1,40,NA,uL,100.3,NA,uM
2529740,AP00000466,1092581,F16,CMPD-0018134-1,40,NA,uL,102.8,NA,uM
2529739,AP00000466,1092581,F16,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529742,AP00000466,1092580,F17,CMPD-0117154-1,40,NA,uL,101.5,NA,uM
2529741,AP00000466,1092580,F17,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529743,AP00000466,1092579,F18,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529744,AP00000466,1092579,F18,CMPD-0006213-1,40,NA,uL,103.3,NA,uM
2529745,AP00000466,1092578,F19,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529746,AP00000466,1092578,F19,CMPD-0108308-1,40,NA,uL,100.6,NA,uM
2529747,AP00000466,1092577,F20,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529748,AP00000466,1092577,F20,CMPD-0042370-1,40,NA,uL,102.3,NA,uM
2529749,AP00000466,1092576,F21,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529750,AP00000466,1092576,F21,CMPD-0057351-1,40,NA,uL,100.1,NA,uM
2529752,AP00000466,1092575,F22,CMPD-0067657-1,40,NA,uL,100.2,NA,uM
2529751,AP00000466,1092575,F22,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529754,AP00000466,1092574,F23,CMPD-0133261-1,40,NA,uL,100.7,NA,uM
2529753,AP00000466,1092574,F23,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529756,AP00000466,1092573,F24,CMPD-0144002-1,40,NA,uL,102.4,NA,uM
2529755,AP00000466,1092573,F24,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529758,AP00000466,2541131,G01,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529757,AP00000466,2541131,G01,CMPD-0000001-01A,40,NA,uL,NA,infinite,uM
2529759,AP00000466,2541115,G02,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529760,AP00000466,2541115,G02,CMPD-0000006-01A,40,NA,uL,2,NA,uM
2529761,AP00000466,1092595,G03,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529762,AP00000466,1092595,G03,CMPD-0049394-1,40,NA,uL,102.2,NA,uM
2529764,AP00000466,1092596,G04,CMPD-0068283-1,40,NA,uL,101.5,NA,uM
2529763,AP00000466,1092596,G04,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529765,AP00000466,1092597,G05,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529766,AP00000466,1092597,G05,CMPD-0007117-1,40,NA,uL,102.6,NA,uM
2529767,AP00000466,1092598,G06,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529768,AP00000466,1092598,G06,CMPD-0081173-1,40,NA,uL,101.5,NA,uM
2529770,AP00000466,1092599,G07,CMPD-0091599-1,40,NA,uL,100.8,NA,uM
2529769,AP00000466,1092599,G07,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529771,AP00000466,1092600,G08,CMPD-0000002-01A,40,NA,uL,20,NA,uM
2529772,AP00000466,1092600,G08,CMPD-0049252-1,40,NA,uL,100.2,NA,uM
